"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","GDPHRWKD","TOT","USD","A","2012",78.839549,
"NOR","GDPHRWKD","TOT","USD","A","2013",79.340132,
"NOR","GDPHRWKD","TOT","USD","A","2014",79.913585,
"NOR","GDPHRWKD","TOT","USD","A","2015",81.021883,
"NOR","GDPHRWKD","TOT","USD","A","2016",81.489588,
"NOR","GDPHRWKD","TOT","USD","A","2017",83.062125,
"NOR","GDPHRWKD","TOT","USD","A","2018",82.656232,
"NOR","GDPHRWKD","TOT","USD","A","2019",82.030731,
"NOR","GDPHRWKD","TOT","USD","A","2020",83.179198,
"NOR","GDPHRWKD","TOT","USD","A","2021",84.372452,
"POL","GDPHRWKD","TOT","USD","A","1993",14.566153,
"POL","GDPHRWKD","TOT","USD","A","1994",15.286149,
"POL","GDPHRWKD","TOT","USD","A","1995",16.512235,
"POL","GDPHRWKD","TOT","USD","A","1996",17.185559,
"POL","GDPHRWKD","TOT","USD","A","1997",18.087649,
"POL","GDPHRWKD","TOT","USD","A","1998",18.938334,
"POL","GDPHRWKD","TOT","USD","A","1999",20.640925,
"POL","GDPHRWKD","TOT","USD","A","2000",22.281115,
"POL","GDPHRWKD","TOT","USD","A","2001",23.050941,
"POL","GDPHRWKD","TOT","USD","A","2002",24.313179,
"POL","GDPHRWKD","TOT","USD","A","2003",25.390462,
"POL","GDPHRWKD","TOT","USD","A","2004",26.352357,
"POL","GDPHRWKD","TOT","USD","A","2005",26.771206,
"POL","GDPHRWKD","TOT","USD","A","2006",27.516862,
"POL","GDPHRWKD","TOT","USD","A","2007",28.232857,
"POL","GDPHRWKD","TOT","USD","A","2008",28.451261,
"POL","GDPHRWKD","TOT","USD","A","2009",29.371902,
"POL","GDPHRWKD","TOT","USD","A","2010",31.380846,"B"
"POL","GDPHRWKD","TOT","USD","A","2011",32.771983,
"POL","GDPHRWKD","TOT","USD","A","2012",33.253025,
"POL","GDPHRWKD","TOT","USD","A","2013",33.711802,
"POL","GDPHRWKD","TOT","USD","A","2014",34.148606,
"POL","GDPHRWKD","TOT","USD","A","2015",34.931006,
"POL","GDPHRWKD","TOT","USD","A","2016",35.695162,
"POL","GDPHRWKD","TOT","USD","A","2017",37.328178,
"POL","GDPHRWKD","TOT","USD","A","2018",39.645478,
"POL","GDPHRWKD","TOT","USD","A","2019",41.650929,
"POL","GDPHRWKD","TOT","USD","A","2020",41.075701,
"POL","GDPHRWKD","TOT","USD","A","2021",41.443775,
"PRT","GDPHRWKD","TOT","USD","A","1970",15.880394,
"PRT","GDPHRWKD","TOT","USD","A","1971",16.745872,
"PRT","GDPHRWKD","TOT","USD","A","1972",18.291969,
"PRT","GDPHRWKD","TOT","USD","A","1973",20.624054,
"PRT","GDPHRWKD","TOT","USD","A","1974",19.606448,
"PRT","GDPHRWKD","TOT","USD","A","1975",18.02281,
"PRT","GDPHRWKD","TOT","USD","A","1976",19.112004,
"PRT","GDPHRWKD","TOT","USD","A","1977",20.187485,
"PRT","GDPHRWKD","TOT","USD","A","1978",20.930544,
"PRT","GDPHRWKD","TOT","USD","A","1979",21.970376,
"PRT","GDPHRWKD","TOT","USD","A","1980",22.605067,
"PRT","GDPHRWKD","TOT","USD","A","1981",23.000194,
"PRT","GDPHRWKD","TOT","USD","A","1982",23.645607,
"PRT","GDPHRWKD","TOT","USD","A","1983",22.690382,
"PRT","GDPHRWKD","TOT","USD","A","1984",22.456437,
"PRT","GDPHRWKD","TOT","USD","A","1985",23.324571,
"PRT","GDPHRWKD","TOT","USD","A","1986",24.397387,
"PRT","GDPHRWKD","TOT","USD","A","1987",25.082648,
"PRT","GDPHRWKD","TOT","USD","A","1988",26.284804,
"PRT","GDPHRWKD","TOT","USD","A","1989",27.069449,
"PRT","GDPHRWKD","TOT","USD","A","1990",27.709826,
"PRT","GDPHRWKD","TOT","USD","A","1991",29.156918,
"PRT","GDPHRWKD","TOT","USD","A","1992",30.204067,
"PRT","GDPHRWKD","TOT","USD","A","1993",30.166928,
"PRT","GDPHRWKD","TOT","USD","A","1994",30.361153,
"PRT","GDPHRWKD","TOT","USD","A","1995",30.786632,
"PRT","GDPHRWKD","TOT","USD","A","1996",31.32293,
"PRT","GDPHRWKD","TOT","USD","A","1997",31.951281,
"PRT","GDPHRWKD","TOT","USD","A","1998",32.309725,
"PRT","GDPHRWKD","TOT","USD","A","1999",33.030208,
"PRT","GDPHRWKD","TOT","USD","A","2000",33.384117,
"PRT","GDPHRWKD","TOT","USD","A","2001",33.739822,
"PRT","GDPHRWKD","TOT","USD","A","2002",33.992966,
"PRT","GDPHRWKD","TOT","USD","A","2003",34.131576,
"PRT","GDPHRWKD","TOT","USD","A","2004",34.875983,
"PRT","GDPHRWKD","TOT","USD","A","2005",35.272311,
"PRT","GDPHRWKD","TOT","USD","A","2006",35.927996,
"PRT","GDPHRWKD","TOT","USD","A","2007",36.491637,
"PRT","GDPHRWKD","TOT","USD","A","2008",36.727659,
"PRT","GDPHRWKD","TOT","USD","A","2009",36.569423,
"PRT","GDPHRWKD","TOT","USD","A","2010",37.685603,
"PRT","GDPHRWKD","TOT","USD","A","2011",38.245249,
"PRT","GDPHRWKD","TOT","USD","A","2012",38.619119,
"PRT","GDPHRWKD","TOT","USD","A","2013",39.177467,
"PRT","GDPHRWKD","TOT","USD","A","2014",38.779615,
"PRT","GDPHRWKD","TOT","USD","A","2015",38.771567,
"PRT","GDPHRWKD","TOT","USD","A","2016",38.796107,
"PRT","GDPHRWKD","TOT","USD","A","2017",39.111943,
"PRT","GDPHRWKD","TOT","USD","A","2018",39.075294,
"PRT","GDPHRWKD","TOT","USD","A","2019",39.667314,
"PRT","GDPHRWKD","TOT","USD","A","2020",40.05207,
"PRT","GDPHRWKD","TOT","USD","A","2021",40.216642,
"SVK","GDPHRWKD","TOT","USD","A","1995",18.990242,
"SVK","GDPHRWKD","TOT","USD","A","1996",20.198215,
"SVK","GDPHRWKD","TOT","USD","A","1997",21.49578,
"SVK","GDPHRWKD","TOT","USD","A","1998",22.578373,
"SVK","GDPHRWKD","TOT","USD","A","1999",23.212316,
"SVK","GDPHRWKD","TOT","USD","A","2000",23.959307,
"SVK","GDPHRWKD","TOT","USD","A","2001",24.800374,
"SVK","GDPHRWKD","TOT","USD","A","2002",26.583416,
"SVK","GDPHRWKD","TOT","USD","A","2003",28.668581,
"SVK","GDPHRWKD","TOT","USD","A","2004",29.479993,
"SVK","GDPHRWKD","TOT","USD","A","2005",30.452689,
"SVK","GDPHRWKD","TOT","USD","A","2006",32.274833,
"SVK","GDPHRWKD","TOT","USD","A","2007",34.710742,
"SVK","GDPHRWKD","TOT","USD","A","2008",35.458834,
"SVK","GDPHRWKD","TOT","USD","A","2009",34.443626,
"SVK","GDPHRWKD","TOT","USD","A","2010",36.662848,
"SVK","GDPHRWKD","TOT","USD","A","2011",37.224208,
"SVK","GDPHRWKD","TOT","USD","A","2012",37.794361,
"SVK","GDPHRWKD","TOT","USD","A","2013",38.717119,
"SVK","GDPHRWKD","TOT","USD","A","2014",39.486602,
"SVK","GDPHRWKD","TOT","USD","A","2015",40.869041,
"SVK","GDPHRWKD","TOT","USD","A","2016",41.019355,
"SVK","GDPHRWKD","TOT","USD","A","2017",41.962499,
"SVK","GDPHRWKD","TOT","USD","A","2018",42.94424,
"SVK","GDPHRWKD","TOT","USD","A","2019",43.915066,
"SVK","GDPHRWKD","TOT","USD","A","2020",46.076361,
"SVK","GDPHRWKD","TOT","USD","A","2021",47.408612,
"ESP","GDPHRWKD","TOT","USD","A","1970",19.456709,
"ESP","GDPHRWKD","TOT","USD","A","1971",20.254235,
"ESP","GDPHRWKD","TOT","USD","A","1972",21.883542,
"ESP","GDPHRWKD","TOT","USD","A","1973",23.266107,
"ESP","GDPHRWKD","TOT","USD","A","1974",24.326676,
"ESP","GDPHRWKD","TOT","USD","A","1975",24.740871,
"ESP","GDPHRWKD","TOT","USD","A","1976",25.741652,
"ESP","GDPHRWKD","TOT","USD","A","1977",26.69427,
"ESP","GDPHRWKD","TOT","USD","A","1978",27.944322,
"ESP","GDPHRWKD","TOT","USD","A","1979",29.080019,
"ESP","GDPHRWKD","TOT","USD","A","1980",30.842335,
"ESP","GDPHRWKD","TOT","USD","A","1981",32.129102,
"ESP","GDPHRWKD","TOT","USD","A","1982",33.182738,
"ESP","GDPHRWKD","TOT","USD","A","1983",34.482717,
"ESP","GDPHRWKD","TOT","USD","A","1984",36.786388,
"ESP","GDPHRWKD","TOT","USD","A","1985",38.244664,
"ESP","GDPHRWKD","TOT","USD","A","1986",38.769527,
"ESP","GDPHRWKD","TOT","USD","A","1987",39.227079,
"ESP","GDPHRWKD","TOT","USD","A","1988",39.92217,
"ESP","GDPHRWKD","TOT","USD","A","1989",40.663923,
"ESP","GDPHRWKD","TOT","USD","A","1990",40.610334,
"ESP","GDPHRWKD","TOT","USD","A","1991",40.93923,
"ESP","GDPHRWKD","TOT","USD","A","1992",42.095182,
"ESP","GDPHRWKD","TOT","USD","A","1993",43.075286,
"ESP","GDPHRWKD","TOT","USD","A","1994",44.336893,
"ESP","GDPHRWKD","TOT","USD","A","1995",44.707713,
"ESP","GDPHRWKD","TOT","USD","A","1996",45.202826,
"ESP","GDPHRWKD","TOT","USD","A","1997",45.127254,
"ESP","GDPHRWKD","TOT","USD","A","1998",44.914611,
"ESP","GDPHRWKD","TOT","USD","A","1999",44.756285,
"ESP","GDPHRWKD","TOT","USD","A","2000",44.96434,
"ESP","GDPHRWKD","TOT","USD","A","2001",45.03635,
"ESP","GDPHRWKD","TOT","USD","A","2002",45.106207,
"ESP","GDPHRWKD","TOT","USD","A","2003",45.24043,
"ESP","GDPHRWKD","TOT","USD","A","2004",45.385456,
"ESP","GDPHRWKD","TOT","USD","A","2005",45.562728,
"ESP","GDPHRWKD","TOT","USD","A","2006",45.829181,
"ESP","GDPHRWKD","TOT","USD","A","2007",46.335693,
"ESP","GDPHRWKD","TOT","USD","A","2008",46.455022,
"ESP","GDPHRWKD","TOT","USD","A","2009",47.574562,
"ESP","GDPHRWKD","TOT","USD","A","2010",48.783989,
"ESP","GDPHRWKD","TOT","USD","A","2011",49.504172,
"ESP","GDPHRWKD","TOT","USD","A","2012",50.45889,
"ESP","GDPHRWKD","TOT","USD","A","2013",51.186839,
"ESP","GDPHRWKD","TOT","USD","A","2014",51.339305,
"ESP","GDPHRWKD","TOT","USD","A","2015",51.745407,
"ESP","GDPHRWKD","TOT","USD","A","2016",51.978712,
"ESP","GDPHRWKD","TOT","USD","A","2017",52.431783,
"ESP","GDPHRWKD","TOT","USD","A","2018",52.314162,
"ESP","GDPHRWKD","TOT","USD","A","2019",52.401553,
"ESP","GDPHRWKD","TOT","USD","A","2020",52.253121,
"ESP","GDPHRWKD","TOT","USD","A","2021",51.333021,
"SWE","GDPHRWKD","TOT","USD","A","1970",30.574456,
"SWE","GDPHRWKD","TOT","USD","A","1971",31.506119,
"SWE","GDPHRWKD","TOT","USD","A","1972",32.896871,
"SWE","GDPHRWKD","TOT","USD","A","1973",34.406383,
"SWE","GDPHRWKD","TOT","USD","A","1974",35.223746,
"SWE","GDPHRWKD","TOT","USD","A","1975",35.955941,
"SWE","GDPHRWKD","TOT","USD","A","1976",35.942293,
"SWE","GDPHRWKD","TOT","USD","A","1977",36.039202,
"SWE","GDPHRWKD","TOT","USD","A","1978",37.405358,
"SWE","GDPHRWKD","TOT","USD","A","1979",38.620364,
"SWE","GDPHRWKD","TOT","USD","A","1980",38.812151,
"SWE","GDPHRWKD","TOT","USD","A","1981",39.157097,
"SWE","GDPHRWKD","TOT","USD","A","1982",39.357867,
"SWE","GDPHRWKD","TOT","USD","A","1983",39.755325,
"SWE","GDPHRWKD","TOT","USD","A","1984",41.014809,
"SWE","GDPHRWKD","TOT","USD","A","1985",41.366402,
"SWE","GDPHRWKD","TOT","USD","A","1986",42.273694,
"SWE","GDPHRWKD","TOT","USD","A","1987",43.067054,
"SWE","GDPHRWKD","TOT","USD","A","1988",43.018406,
"SWE","GDPHRWKD","TOT","USD","A","1989",43.581046,
"SWE","GDPHRWKD","TOT","USD","A","1990",43.591433,
"SWE","GDPHRWKD","TOT","USD","A","1991",44.140245,
"SWE","GDPHRWKD","TOT","USD","A","1992",45.139694,
"SWE","GDPHRWKD","TOT","USD","A","1993",46.12127,
"SWE","GDPHRWKD","TOT","USD","A","1994",47.271377,
"SWE","GDPHRWKD","TOT","USD","A","1995",48.138995,
"SWE","GDPHRWKD","TOT","USD","A","1996",48.925467,
"SWE","GDPHRWKD","TOT","USD","A","1997",50.933771,
"SWE","GDPHRWKD","TOT","USD","A","1998",52.283903,
"SWE","GDPHRWKD","TOT","USD","A","1999",53.089067,
"SWE","GDPHRWKD","TOT","USD","A","2000",55.003831,
"SWE","GDPHRWKD","TOT","USD","A","2001",55.439481,
"SWE","GDPHRWKD","TOT","USD","A","2002",57.448729,
"SWE","GDPHRWKD","TOT","USD","A","2003",59.62107,
"SWE","GDPHRWKD","TOT","USD","A","2004",61.719788,
"SWE","GDPHRWKD","TOT","USD","A","2005",63.473288,
"SWE","GDPHRWKD","TOT","USD","A","2006",65.301313,
"SWE","GDPHRWKD","TOT","USD","A","2007",65.489276,
"SWE","GDPHRWKD","TOT","USD","A","2008",64.336167,
"SWE","GDPHRWKD","TOT","USD","A","2009",63.430047,
"SWE","GDPHRWKD","TOT","USD","A","2010",65.653328,
"SWE","GDPHRWKD","TOT","USD","A","2011",66.185529,
"SWE","GDPHRWKD","TOT","USD","A","2012",65.868736,
"SWE","GDPHRWKD","TOT","USD","A","2013",66.395834,
"SWE","GDPHRWKD","TOT","USD","A","2014",67.152902,
"SWE","GDPHRWKD","TOT","USD","A","2015",69.074511,
"SWE","GDPHRWKD","TOT","USD","A","2016",68.649665,
"SWE","GDPHRWKD","TOT","USD","A","2017",69.261329,
"SWE","GDPHRWKD","TOT","USD","A","2018",69.514519,
"SWE","GDPHRWKD","TOT","USD","A","2019",71.101216,
"SWE","GDPHRWKD","TOT","USD","A","2020",71.857873,
"SWE","GDPHRWKD","TOT","USD","A","2021",73.674317,
"CHE","GDPHRWKD","TOT","USD","A","1970",41.227817,
"CHE","GDPHRWKD","TOT","USD","A","1971",42.370162,
"CHE","GDPHRWKD","TOT","USD","A","1972",43.646227,
"CHE","GDPHRWKD","TOT","USD","A","1973",45.151133,
"CHE","GDPHRWKD","TOT","USD","A","1974",46.538047,
"CHE","GDPHRWKD","TOT","USD","A","1975",45.524649,
"CHE","GDPHRWKD","TOT","USD","A","1976",46.307854,
"CHE","GDPHRWKD","TOT","USD","A","1977",47.903335,
"CHE","GDPHRWKD","TOT","USD","A","1978",47.996224,
"CHE","GDPHRWKD","TOT","USD","A","1979",49.007084,
"CHE","GDPHRWKD","TOT","USD","A","1980",50.508558,
"CHE","GDPHRWKD","TOT","USD","A","1981",50.678771,
"CHE","GDPHRWKD","TOT","USD","A","1982",50.07401,
"CHE","GDPHRWKD","TOT","USD","A","1983",50.812488,
"CHE","GDPHRWKD","TOT","USD","A","1984",52.39901,
"CHE","GDPHRWKD","TOT","USD","A","1985",53.444833,
"CHE","GDPHRWKD","TOT","USD","A","1986",53.49013,
"CHE","GDPHRWKD","TOT","USD","A","1987",53.070586,
"CHE","GDPHRWKD","TOT","USD","A","1988",53.435634,
"CHE","GDPHRWKD","TOT","USD","A","1989",54.766742,
"CHE","GDPHRWKD","TOT","USD","A","1990",55.343628,
"CHE","GDPHRWKD","TOT","USD","A","1991",53.920462,"B"
"CHE","GDPHRWKD","TOT","USD","A","1992",54.39766,
"CHE","GDPHRWKD","TOT","USD","A","1993",54.895781,
"CHE","GDPHRWKD","TOT","USD","A","1994",55.280248,
"CHE","GDPHRWKD","TOT","USD","A","1995",56.266438,
"CHE","GDPHRWKD","TOT","USD","A","1996",57.484214,
"CHE","GDPHRWKD","TOT","USD","A","1997",59.203028,
"CHE","GDPHRWKD","TOT","USD","A","1998",59.931526,
"CHE","GDPHRWKD","TOT","USD","A","1999",59.715171,
"CHE","GDPHRWKD","TOT","USD","A","2000",61.656208,
"CHE","GDPHRWKD","TOT","USD","A","2001",63.072114,
"CHE","GDPHRWKD","TOT","USD","A","2002",63.439971,
"CHE","GDPHRWKD","TOT","USD","A","2003",63.129472,
"CHE","GDPHRWKD","TOT","USD","A","2004",63.5703,
"CHE","GDPHRWKD","TOT","USD","A","2005",65.119269,
"CHE","GDPHRWKD","TOT","USD","A","2006",66.713666,
"CHE","GDPHRWKD","TOT","USD","A","2007",68.053363,
"CHE","GDPHRWKD","TOT","USD","A","2008",68.681122,
"CHE","GDPHRWKD","TOT","USD","A","2009",67.291033,
"CHE","GDPHRWKD","TOT","USD","A","2010",69.220566,
"CHE","GDPHRWKD","TOT","USD","A","2011",68.896991,
"CHE","GDPHRWKD","TOT","USD","A","2012",69.192713,
"CHE","GDPHRWKD","TOT","USD","A","2013",70.491166,
"CHE","GDPHRWKD","TOT","USD","A","2014",71.253329,
"CHE","GDPHRWKD","TOT","USD","A","2015",70.792085,
"CHE","GDPHRWKD","TOT","USD","A","2016",71.230165,
"CHE","GDPHRWKD","TOT","USD","A","2017",72.531098,
"CHE","GDPHRWKD","TOT","USD","A","2018",74.24583,
"CHE","GDPHRWKD","TOT","USD","A","2019",74.709028,
"CHE","GDPHRWKD","TOT","USD","A","2020",75.747458,
"CHE","GDPHRWKD","TOT","USD","A","2021",76.627774,
"TUR","GDPHRWKD","TOT","USD","A","1970",11.177786,
"TUR","GDPHRWKD","TOT","USD","A","1971",11.652401,
"TUR","GDPHRWKD","TOT","USD","A","1972",12.22939,
"TUR","GDPHRWKD","TOT","USD","A","1973",12.450193,
"TUR","GDPHRWKD","TOT","USD","A","1974",12.919628,
"TUR","GDPHRWKD","TOT","USD","A","1975",13.786742,
"TUR","GDPHRWKD","TOT","USD","A","1976",15.139833,
"TUR","GDPHRWKD","TOT","USD","A","1977",15.297652,
"TUR","GDPHRWKD","TOT","USD","A","1978",15.448878,
"TUR","GDPHRWKD","TOT","USD","A","1979",15.256117,
"TUR","GDPHRWKD","TOT","USD","A","1980",14.754563,
"TUR","GDPHRWKD","TOT","USD","A","1981",15.396889,
"TUR","GDPHRWKD","TOT","USD","A","1982",15.840796,
"TUR","GDPHRWKD","TOT","USD","A","1983",16.533193,
"TUR","GDPHRWKD","TOT","USD","A","1984",17.975903,
"TUR","GDPHRWKD","TOT","USD","A","1985",18.171457,
"TUR","GDPHRWKD","TOT","USD","A","1986",19.253553,
"TUR","GDPHRWKD","TOT","USD","A","1987",21.053958,
"TUR","GDPHRWKD","TOT","USD","A","1988",21.266639,
"TUR","GDPHRWKD","TOT","USD","A","1989",20.454308,
"TUR","GDPHRWKD","TOT","USD","A","1990",21.988263,
"TUR","GDPHRWKD","TOT","USD","A","1991",21.305202,
"TUR","GDPHRWKD","TOT","USD","A","1992",22.066973,
"TUR","GDPHRWKD","TOT","USD","A","1993",24.784925,
"TUR","GDPHRWKD","TOT","USD","A","1994",22.068673,
"TUR","GDPHRWKD","TOT","USD","A","1995",23.127624,
"TUR","GDPHRWKD","TOT","USD","A","1996",23.850784,
"TUR","GDPHRWKD","TOT","USD","A","1997",25.824555,
"TUR","GDPHRWKD","TOT","USD","A","1998",25.854493,
"TUR","GDPHRWKD","TOT","USD","A","1999",24.186093,
"TUR","GDPHRWKD","TOT","USD","A","2000",26.246346,
"TUR","GDPHRWKD","TOT","USD","A","2001",24.681869,
"TUR","GDPHRWKD","TOT","USD","A","2002",26.339978,
"TUR","GDPHRWKD","TOT","USD","A","2003",28.078322,
"TUR","GDPHRWKD","TOT","USD","A","2004",30.644277,
"TUR","GDPHRWKD","TOT","USD","A","2005",32.580282,
"TUR","GDPHRWKD","TOT","USD","A","2006",34.111688,
"TUR","GDPHRWKD","TOT","USD","A","2007",35.924232,
"TUR","GDPHRWKD","TOT","USD","A","2008",35.805009,
"TUR","GDPHRWKD","TOT","USD","A","2009",34.328244,
"TUR","GDPHRWKD","TOT","USD","A","2010",35.19322,
"TUR","GDPHRWKD","TOT","USD","A","2011",37.128369,
"TUR","GDPHRWKD","TOT","USD","A","2012",37.905972,
"TUR","GDPHRWKD","TOT","USD","A","2013",40.465033,
"TUR","GDPHRWKD","TOT","USD","A","2014",40.443125,
"TUR","GDPHRWKD","TOT","USD","A","2015",42.094218,
"TUR","GDPHRWKD","TOT","USD","A","2016",43.044787,
"TUR","GDPHRWKD","TOT","USD","A","2017",45.090563,
"TUR","GDPHRWKD","TOT","USD","A","2018",46.227634,
"TUR","GDPHRWKD","TOT","USD","A","2019",47.980195,
"TUR","GDPHRWKD","TOT","USD","A","2020",56.537262,
"TUR","GDPHRWKD","TOT","USD","A","2021",53.141616,"E"
"GBR","GDPHRWKD","TOT","USD","A","1970",23.643848,
"GBR","GDPHRWKD","TOT","USD","A","1971",25.186055,
"GBR","GDPHRWKD","TOT","USD","A","1972",26.674871,
"GBR","GDPHRWKD","TOT","USD","A","1973",27.160496,
"GBR","GDPHRWKD","TOT","USD","A","1974",26.965176,
"GBR","GDPHRWKD","TOT","USD","A","1975",26.741142,
"GBR","GDPHRWKD","TOT","USD","A","1976",27.935884,
"GBR","GDPHRWKD","TOT","USD","A","1977",28.891067,
"GBR","GDPHRWKD","TOT","USD","A","1978",30.276807,
"GBR","GDPHRWKD","TOT","USD","A","1979",31.230549,
"GBR","GDPHRWKD","TOT","USD","A","1980",31.529047,
"GBR","GDPHRWKD","TOT","USD","A","1981",33.415015,
"GBR","GDPHRWKD","TOT","USD","A","1982",34.409682,
"GBR","GDPHRWKD","TOT","USD","A","1983",36.226327,
"GBR","GDPHRWKD","TOT","USD","A","1984",35.897581,
"GBR","GDPHRWKD","TOT","USD","A","1985",36.304739,
"GBR","GDPHRWKD","TOT","USD","A","1986",37.261013,
"GBR","GDPHRWKD","TOT","USD","A","1987",38.63926,
"GBR","GDPHRWKD","TOT","USD","A","1988",38.562532,
"GBR","GDPHRWKD","TOT","USD","A","1989",38.722035,
"GBR","GDPHRWKD","TOT","USD","A","1990",39.156527,
"GBR","GDPHRWKD","TOT","USD","A","1991",39.94627,
"GBR","GDPHRWKD","TOT","USD","A","1992",41.852313,
"GBR","GDPHRWKD","TOT","USD","A","1993",43.370404,
"GBR","GDPHRWKD","TOT","USD","A","1994",44.42829,
"GBR","GDPHRWKD","TOT","USD","A","1995",45.050145,
"GBR","GDPHRWKD","TOT","USD","A","1996",45.715799,
"GBR","GDPHRWKD","TOT","USD","A","1997",47.116381,
"GBR","GDPHRWKD","TOT","USD","A","1998",48.250672,
"GBR","GDPHRWKD","TOT","USD","A","1999",49.295742,
"GBR","GDPHRWKD","TOT","USD","A","2000",50.993514,
"GBR","GDPHRWKD","TOT","USD","A","2001",51.470611,
"GBR","GDPHRWKD","TOT","USD","A","2002",52.776116,
"GBR","GDPHRWKD","TOT","USD","A","2003",54.158928,
"GBR","GDPHRWKD","TOT","USD","A","2004",54.845052,
"GBR","GDPHRWKD","TOT","USD","A","2005",55.275852,
"GBR","GDPHRWKD","TOT","USD","A","2006",56.424596,
"GBR","GDPHRWKD","TOT","USD","A","2007",57.05961,
"GBR","GDPHRWKD","TOT","USD","A","2008",57.046243,
"GBR","GDPHRWKD","TOT","USD","A","2009",55.82496,
"GBR","GDPHRWKD","TOT","USD","A","2010",57.215812,
"GBR","GDPHRWKD","TOT","USD","A","2011",57.448393,
"GBR","GDPHRWKD","TOT","USD","A","2012",57.073978,
"GBR","GDPHRWKD","TOT","USD","A","2013",57.387765,
"GBR","GDPHRWKD","TOT","USD","A","2014",57.412585,
"GBR","GDPHRWKD","TOT","USD","A","2015",58.564438,
"GBR","GDPHRWKD","TOT","USD","A","2016",58.403281,
"GBR","GDPHRWKD","TOT","USD","A","2017",59.279301,
"GBR","GDPHRWKD","TOT","USD","A","2018",59.527739,
"GBR","GDPHRWKD","TOT","USD","A","2019",59.840297,
"GBR","GDPHRWKD","TOT","USD","A","2020",61.729333,
"GBR","GDPHRWKD","TOT","USD","A","2021",60.594093,
"USA","GDPHRWKD","TOT","USD","A","1970",33.708826,
"USA","GDPHRWKD","TOT","USD","A","1971",34.972937,
"USA","GDPHRWKD","TOT","USD","A","1972",35.823553,
"USA","GDPHRWKD","TOT","USD","A","1973",36.673833,
"USA","GDPHRWKD","TOT","USD","A","1974",36.342967,
"USA","GDPHRWKD","TOT","USD","A","1975",37.337947,
"USA","GDPHRWKD","TOT","USD","A","1976",38.242547,
"USA","GDPHRWKD","TOT","USD","A","1977",38.650575,
"USA","GDPHRWKD","TOT","USD","A","1978",38.956695,
"USA","GDPHRWKD","TOT","USD","A","1979",39.131168,
"USA","GDPHRWKD","TOT","USD","A","1980",39.139085,
"USA","GDPHRWKD","TOT","USD","A","1981",40.047014,
"USA","GDPHRWKD","TOT","USD","A","1982",39.918352,
"USA","GDPHRWKD","TOT","USD","A","1983",41.010658,
"USA","GDPHRWKD","TOT","USD","A","1984",41.86562,
"USA","GDPHRWKD","TOT","USD","A","1985",42.635509,
"USA","GDPHRWKD","TOT","USD","A","1986",43.599936,
"USA","GDPHRWKD","TOT","USD","A","1987",43.916782,
"USA","GDPHRWKD","TOT","USD","A","1988",44.424496,
"USA","GDPHRWKD","TOT","USD","A","1989",44.815883,
"USA","GDPHRWKD","TOT","USD","A","1990",45.583299,
"USA","GDPHRWKD","TOT","USD","A","1991",46.180488,
"USA","GDPHRWKD","TOT","USD","A","1992",47.766894,
"USA","GDPHRWKD","TOT","USD","A","1993",47.94876,
"USA","GDPHRWKD","TOT","USD","A","1994",48.354938,
"USA","GDPHRWKD","TOT","USD","A","1995",48.461331,
"USA","GDPHRWKD","TOT","USD","A","1996",49.666111,
"USA","GDPHRWKD","TOT","USD","A","1997",50.386032,
"USA","GDPHRWKD","TOT","USD","A","1998",51.519575,
"USA","GDPHRWKD","TOT","USD","A","1999",53.041436,
"USA","GDPHRWKD","TOT","USD","A","2000",54.498167,
"USA","GDPHRWKD","TOT","USD","A","2001",55.693841,
"USA","GDPHRWKD","TOT","USD","A","2002",57.234571,
"USA","GDPHRWKD","TOT","USD","A","2003",58.965218,
"USA","GDPHRWKD","TOT","USD","A","2004",60.508037,
"USA","GDPHRWKD","TOT","USD","A","2005",61.772075,
"USA","GDPHRWKD","TOT","USD","A","2006",62.356937,
"USA","GDPHRWKD","TOT","USD","A","2007",63.232583,
"USA","GDPHRWKD","TOT","USD","A","2008",64.042431,
"USA","GDPHRWKD","TOT","USD","A","2009",66.089234,
"USA","GDPHRWKD","TOT","USD","A","2010",67.835887,
"USA","GDPHRWKD","TOT","USD","A","2011",67.86187,
"USA","GDPHRWKD","TOT","USD","A","2012",68.118059,
"USA","GDPHRWKD","TOT","USD","A","2013",68.407849,
"USA","GDPHRWKD","TOT","USD","A","2014",68.665009,
"USA","GDPHRWKD","TOT","USD","A","2015",69.047471,
"USA","GDPHRWKD","TOT","USD","A","2016",69.256659,
"USA","GDPHRWKD","TOT","USD","A","2017",69.916594,
"USA","GDPHRWKD","TOT","USD","A","2018",70.653952,
"USA","GDPHRWKD","TOT","USD","A","2019",71.526814,
"USA","GDPHRWKD","TOT","USD","A","2020",73.372162,
"USA","GDPHRWKD","TOT","USD","A","2021",74.098836,"E"
"CHL","GDPHRWKD","TOT","USD","A","1986",9.74371,
"CHL","GDPHRWKD","TOT","USD","A","1987",9.979245,
"CHL","GDPHRWKD","TOT","USD","A","1988",10.092077,
"CHL","GDPHRWKD","TOT","USD","A","1989",10.549299,
"CHL","GDPHRWKD","TOT","USD","A","1990",10.672489,
"CHL","GDPHRWKD","TOT","USD","A","1991",11.363776,
"CHL","GDPHRWKD","TOT","USD","A","1992",12.223512,
"CHL","GDPHRWKD","TOT","USD","A","1993",12.50875,
